location,activity,date,change,value,source,roll
Greater London,Retail & recreation,14/09/2020,-32,68,Google,73.14285714
Greater London,Grocery & pharmacy,14/09/2020,-13,87,Google,76.42857143
Greater London,Retail & recreation,15/09/2020,-35,65,Google,73.42857143
Greater London,Grocery & pharmacy,15/09/2020,-14,86,Google,
Greater London,Retail & recreation,16/09/2020,-37,63,Google,74
Greater London,Grocery & pharmacy,16/09/2020,-16,84,Google,76.57142857
Greater London,Retail & recreation,17/09/2020,-36,64,Google,73.85714286
Greater London,Grocery & pharmacy,17/09/2020,-15,85,Google,76.28571429
Greater London,Retail & recreation,18/09/2020,-37,63,Google,72.85714286
Greater London,Grocery & pharmacy,18/09/2020,-14,86,Google,75.85714286
Greater London,Retail & recreation,19/09/2020,-38,62,Google,72.42857143
Greater London,Grocery & pharmacy,19/09/2020,-18,82,Google,75.14285714
Greater London,Retail & recreation,20/09/2020,-35,65,Google,72.42857143
Greater London,Grocery & pharmacy,20/09/2020,-18,82,Google,75
Greater London,Retail & recreation,21/09/2020,-32,68,Google,72.57142857
Greater London,Grocery & pharmacy,21/09/2020,-12,88,Google,76.14285714
Greater London,Retail & recreation,22/09/2020,-36,64,Google,73
Greater London,Grocery & pharmacy,22/09/2020,-14,86,Google,76.42857143
Greater London,Retail & recreation,23/09/2020,-41,59,Google,73.14285714
Greater London,Grocery & pharmacy,23/09/2020,-18,82,Google,75.57142857
Greater London,Retail & recreation,24/09/2020,-40,60,Google,72.42857143
Greater London,Grocery & pharmacy,24/09/2020,-15,85,Google,74.85714286
Greater London,Retail & recreation,25/09/2020,-40,60,Google,70.85714286
Greater London,Grocery & pharmacy,25/09/2020,-13,87,Google,74.14285714
Greater London,Retail & recreation,26/09/2020,-40,60,Google,70.42857143
Greater London,Grocery & pharmacy,26/09/2020,-17,83,Google,73.85714286
Greater London,Retail & recreation,27/09/2020,-40,60,Google,70.71428571
Greater London,Grocery & pharmacy,27/09/2020,-21,79,Google,73.42857143
Greater London,Retail & recreation,28/09/2020,-33,67,Google,70.85714286
Greater London,Grocery & pharmacy,28/09/2020,-13,87,Google,74.71428571
Greater London,Retail & recreation,29/09/2020,-38,62,Google,71.14285714
Greater London,Grocery & pharmacy,29/09/2020,-15,85,Google,74.71428571
Greater London,Retail & recreation,30/09/2020,-39,61,Google,71.57142857
Greater London,Grocery & pharmacy,30/09/2020,-17,83,Google,74.85714286
Greater London,Retail & recreation,01/10/2020,-37,63,Google,72.57142857
Greater London,Grocery & pharmacy,01/10/2020,-12,88,Google,75.57142857
Greater London,Retail & recreation,02/10/2020,-47,53,Google,70.71428571
Greater London,Grocery & pharmacy,02/10/2020,-20,80,Google,73.28571429
Greater London,Retail & recreation,03/10/2020,-42,58,Google,69.42857143
Greater London,Grocery & pharmacy,03/10/2020,-16,84,Google,72.71428571
Greater London,Retail & recreation,04/10/2020,-45,55,Google,68.71428571
Greater London,Grocery & pharmacy,04/10/2020,-26,74,Google,70.28571429
Greater London,Retail & recreation,05/10/2020,-36,64,Google,66.85714286
Greater London,Grocery & pharmacy,05/10/2020,-13,87,Google,71.71428571
Greater London,Retail & recreation,06/10/2020,-39,61,Google,69
Greater London,Grocery & pharmacy,06/10/2020,-15,85,Google,72.85714286
Greater London,Retail & recreation,07/10/2020,-39,61,Google,69.57142857
Greater London,Grocery & pharmacy,07/10/2020,-15,85,Google,73.85714286
Greater London,Retail & recreation,08/10/2020,-41,59,Google,71.71428571
Greater London,Grocery & pharmacy,08/10/2020,-16,84,Google,74.57142857
Greater London,Retail & recreation,09/10/2020,-41,59,Google,70.57142857
Greater London,Grocery & pharmacy,09/10/2020,-14,86,Google,74.14285714
Greater London,Retail & recreation,10/10/2020,-39,61,Google,70.71428571
Greater London,Grocery & pharmacy,10/10/2020,-16,84,Google,74
Greater London,Retail & recreation,11/10/2020,-36,64,Google,71
Greater London,Grocery & pharmacy,11/10/2020,-18,82,Google,74.28571429
Greater London,Retail & recreation,12/10/2020,-40,60,Google,70.85714286
Greater London,Grocery & pharmacy,12/10/2020,-17,83,Google,74.28571429
Greater London,Retail & recreation,13/10/2020,-43,57,Google,70.14285714
Greater London,Grocery & pharmacy,13/10/2020,-19,81,Google,73
Greater London,Retail & recreation,14/10/2020,-40,60,Google,69.57142857
Greater London,Grocery & pharmacy,14/10/2020,-14,86,Google,72.71428571
Greater London,Retail & recreation,15/10/2020,-39,61,Google,69.71428571
Greater London,Grocery & pharmacy,15/10/2020,-13,87,Google,73.57142857
Greater London,Retail & recreation,16/10/2020,-39,61,Google,70.42857143
Greater London,Grocery & pharmacy,16/10/2020,-10,90,Google,75.14285714
Greater London,Retail & recreation,17/10/2020,-43,57,Google,71.71428571
Greater London,Grocery & pharmacy,17/10/2020,-16,84,Google,75.14285714
Greater London,Retail & recreation,18/10/2020,-40,60,Google,71.42857143
Greater London,Grocery & pharmacy,18/10/2020,-18,82,Google,74.42857143
Greater London,Retail & recreation,19/10/2020,-38,62,Google,70.85714286
Greater London,Grocery & pharmacy,19/10/2020,-14,86,Google,74.42857143
Greater London,Retail & recreation,20/10/2020,-41,59,Google,70
Greater London,Grocery & pharmacy,20/10/2020,-15,85,Google,74
Greater London,Retail & recreation,21/10/2020,-47,53,Google,69.57142857
Greater London,Grocery & pharmacy,21/10/2020,-21,79,Google,72.28571429
Greater London,Retail & recreation,22/10/2020,-39,61,Google,69.28571429
Greater London,Grocery & pharmacy,22/10/2020,-12,88,Google,73
Greater London,Retail & recreation,23/10/2020,-41,59,Google,69.14285714
Greater London,Grocery & pharmacy,23/10/2020,-12,88,Google,73.28571429
Greater London,Retail & recreation,24/10/2020,-44,56,Google,69.14285714
Greater London,Grocery & pharmacy,24/10/2020,-18,82,Google,73.28571429
Greater London,Retail & recreation,25/10/2020,-36,64,Google,71.14285714
Greater London,Grocery & pharmacy,25/10/2020,-16,84,Google,74.42857143
Greater London,Retail & recreation,26/10/2020,-33,67,Google,71.42857143
Greater London,Grocery & pharmacy,26/10/2020,-14,86,Google,75.28571429
Greater London,Retail & recreation,27/10/2020,-40,60,Google,71.28571429
Greater London,Grocery & pharmacy,27/10/2020,-19,81,Google,74.85714286
Greater London,Retail & recreation,28/10/2020,-38,62,Google,72
Greater London,Grocery & pharmacy,28/10/2020,-16,84,Google,74.85714286
Greater London,Retail & recreation,29/10/2020,-41,59,Google,71.28571429
Greater London,Grocery & pharmacy,29/10/2020,-17,83,Google,73.57142857
Greater London,Retail & recreation,30/10/2020,-39,61,Google,70
Greater London,Grocery & pharmacy,30/10/2020,-11,89,Google,74.14285714
Greater London,Retail & recreation,31/10/2020,-44,56,Google,70.57142857
Greater London,Grocery & pharmacy,31/10/2020,-15,85,Google,73.85714286
Greater London,Retail & recreation,01/11/2020,-34,66,Google,71.28571429
Greater London,Grocery & pharmacy,01/11/2020,-16,84,Google,74.85714286
Greater London,Retail & recreation,02/11/2020,-28,72,Google,73.28571429
Greater London,Grocery & pharmacy,02/11/2020,-9,91,Google,77.57142857
Greater London,Retail & recreation,03/11/2020,-27,73,Google,75.28571429
Greater London,Grocery & pharmacy,03/11/2020,-11,89,Google,80
Greater London,Retail & recreation,04/11/2020,-21,79,Google,79.14285714
Greater London,Grocery & pharmacy,04/11/2020,-8,92,Google,82.85714286
Greater London,Retail & recreation,05/11/2020,-64,36,Google,76
Greater London,Grocery & pharmacy,05/11/2020,-18,82,Google,77.42857143
Greater London,Retail & recreation,06/11/2020,-65,35,Google,69.42857143
Greater London,Grocery & pharmacy,06/11/2020,-15,85,Google,71.14285714
Greater London,Retail & recreation,07/11/2020,-66,34,Google,63.28571429
Greater London,Grocery & pharmacy,07/11/2020,-18,82,Google,63.71428571
Greater London,Retail & recreation,08/11/2020,-66,34,Google,55.42857143
Greater London,Grocery & pharmacy,08/11/2020,-23,77,Google,61.28571429
Greater London,Retail & recreation,09/11/2020,-59,41,Google,55.42857143
Greater London,Grocery & pharmacy,09/11/2020,-19,81,Google,62
Greater London,Retail & recreation,10/11/2020,-61,39,Google,55.42857143
Greater London,Grocery & pharmacy,10/11/2020,-16,84,Google,62.57142857
Greater London,Retail & recreation,11/11/2020,-62,38,Google,56.28571429
Greater London,Grocery & pharmacy,11/11/2020,-17,83,Google,63.28571429
Greater London,Retail & recreation,12/11/2020,-61,39,Google,57.85714286
Greater London,Grocery & pharmacy,12/11/2020,-13,87,Google,64.42857143
Greater London,Retail & recreation,13/11/2020,-63,37,Google,58.14285714
Greater London,Grocery & pharmacy,13/11/2020,-11,89,Google,65.28571429
Greater London,Retail & recreation,14/11/2020,-69,31,Google,57.71428571
Greater London,Grocery & pharmacy,14/11/2020,-21,79,Google,63.57142857
Greater London,Retail & recreation,15/11/2020,-66,34,Google,56.57142857
Greater London,Grocery & pharmacy,15/11/2020,-22,78,Google,62.14285714
Greater London,Retail & recreation,16/11/2020,-59,41,Google,55.57142857
Greater London,Grocery & pharmacy,16/11/2020,-17,83,Google,62.14285714
Greater London,Retail & recreation,17/11/2020,-61,39,Google,55
Greater London,Grocery & pharmacy,17/11/2020,-16,84,Google,62.57142857
Greater London,Retail & recreation,18/11/2020,-62,38,Google,56.71428571
Greater London,Grocery & pharmacy,18/11/2020,-17,83,Google,63.71428571
Greater London,Retail & recreation,19/11/2020,-63,37,Google,57.85714286
Greater London,Grocery & pharmacy,19/11/2020,-16,84,Google,64
Greater London,Retail & recreation,20/11/2020,-64,36,Google,57.28571429
Greater London,Grocery & pharmacy,20/11/2020,-13,87,Google,64.14285714
Greater London,Retail & recreation,21/11/2020,-65,35,Google,57.14285714
Greater London,Grocery & pharmacy,21/11/2020,-16,84,Google,63.71428571
Greater London,Retail & recreation,22/11/2020,-62,38,Google,57.28571429
Greater London,Grocery & pharmacy,22/11/2020,-18,82,Google,63.71428571
Greater London,Retail & recreation,23/11/2020,-58,42,Google,57.71428571
Greater London,Grocery & pharmacy,23/11/2020,-16,84,Google,64.57142857
Greater London,Retail & recreation,24/11/2020,-60,40,Google,57.85714286
Greater London,Grocery & pharmacy,24/11/2020,-16,84,Google,64.85714286
Greater London,Retail & recreation,25/11/2020,-62,38,Google,58.28571429
Greater London,Grocery & pharmacy,25/11/2020,-18,82,Google,64.57142857
Greater London,Retail & recreation,26/11/2020,-60,40,Google,58.57142857
Greater London,Grocery & pharmacy,26/11/2020,-15,85,Google,64.71428571
Greater London,Retail & recreation,27/11/2020,-61,39,Google,58.28571429
Greater London,Grocery & pharmacy,27/11/2020,-12,88,Google,65.14285714
Greater London,Retail & recreation,28/11/2020,-63,37,Google,58.42857143
Greater London,Grocery & pharmacy,28/11/2020,-16,84,Google,65
Greater London,Retail & recreation,29/11/2020,-63,37,Google,58.57142857
Greater London,Grocery & pharmacy,29/11/2020,-21,79,Google,64.14285714
Greater London,Retail & recreation,30/11/2020,-56,44,Google,58.28571429
Greater London,Grocery & pharmacy,30/11/2020,-16,84,Google,64.71428571
Greater London,Retail & recreation,01/12/2020,-57,43,Google,58.28571429
Greater London,Grocery & pharmacy,01/12/2020,-14,86,Google,65.28571429
Greater London,Retail & recreation,02/12/2020,-43,57,Google,61.42857143
Greater London,Grocery & pharmacy,02/12/2020,-13,87,Google,68.57142857
Greater London,Retail & recreation,03/12/2020,-46,54,Google,65
Greater London,Grocery & pharmacy,03/12/2020,-18,82,Google,70.42857143
Greater London,Retail & recreation,04/12/2020,-42,58,Google,66.71428571
Greater London,Grocery & pharmacy,04/12/2020,-9,91,Google,73.57142857
Greater London,Retail & recreation,05/12/2020,-38,62,Google,70.14285714
Greater London,Grocery & pharmacy,05/12/2020,-10,90,Google,74.85714286
Greater London,Retail & recreation,06/12/2020,-38,62,Google,71.28571429
Greater London,Grocery & pharmacy,06/12/2020,-15,85,Google,75.71428571
Greater London,Retail & recreation,07/12/2020,-38,62,Google,72.85714286
Greater London,Grocery & pharmacy,07/12/2020,-12,88,Google,77.14285714
Greater London,Retail & recreation,08/12/2020,-41,59,Google,72.57142857
Greater London,Grocery & pharmacy,08/12/2020,-12,88,Google,76.28571429
Greater London,Retail & recreation,09/12/2020,-42,58,Google,71.71428571
Greater London,Grocery & pharmacy,09/12/2020,-12,88,Google,75.42857143
Greater London,Retail & recreation,10/12/2020,-41,59,Google,71.71428571
Greater London,Grocery & pharmacy,10/12/2020,-11,89,Google,75.57142857
Greater London,Retail & recreation,11/12/2020,-42,58,Google,71.28571429
Greater London,Grocery & pharmacy,11/12/2020,-9,91,Google,75.85714286
Greater London,Retail & recreation,12/12/2020,-41,59,Google,71.71428571
Greater London,Grocery & pharmacy,12/12/2020,-11,89,Google,76.14285714
Greater London,Retail & recreation,13/12/2020,-44,56,Google,71.57142857
Greater London,Grocery & pharmacy,13/12/2020,-18,82,Google,74.85714286
Greater London,Retail & recreation,14/12/2020,-37,63,Google,71.14285714
Greater London,Grocery & pharmacy,14/12/2020,-12,88,Google,75.42857143
Greater London,Retail & recreation,15/12/2020,-32,68,Google,72.14285714
Greater London,Grocery & pharmacy,15/12/2020,-7,93,Google,77
Greater London,Retail & recreation,16/12/2020,-51,49,Google,71.28571429
Greater London,Grocery & pharmacy,16/12/2020,-12,88,Google,75.85714286
Greater London,Retail & recreation,17/12/2020,-49,51,Google,71.42857143
Greater London,Grocery & pharmacy,17/12/2020,-6,94,Google,75.85714286
Greater London,Retail & recreation,18/12/2020,-53,47,Google,70
Greater London,Grocery & pharmacy,18/12/2020,-9,91,Google,73.28571429
Greater London,Retail & recreation,19/12/2020,-53,47,Google,66.71428571
Greater London,Grocery & pharmacy,19/12/2020,-10,90,Google,72.57142857
Greater London,Retail & recreation,20/12/2020,-65,35,Google,65
Greater London,Grocery & pharmacy,20/12/2020,-18,82,Google,69.42857143
Greater London,Retail & recreation,21/12/2020,-58,42,Google,62
Greater London,Grocery & pharmacy,21/12/2020,-5,95,Google,68.85714286
Greater London,Retail & recreation,22/12/2020,-58,42,Google,61.85714286
Greater London,Grocery & pharmacy,22/12/2020,-3,97,Google,69
Greater London,Retail & recreation,23/12/2020,-59,41,Google,62
Greater London,Grocery & pharmacy,23/12/2020,4,104,Google,71.85714286
Greater London,Retail & recreation,24/12/2020,-61,39,Google,65.71428571
Greater London,Grocery & pharmacy,24/12/2020,3,103,Google,74.42857143
Greater London,Retail & recreation,25/12/2020,-92,8,Google,62
Greater London,Grocery & pharmacy,25/12/2020,-84,16,Google,58.28571429
Greater London,Retail & recreation,26/12/2020,-85,15,Google,46.57142857
Greater London,Grocery & pharmacy,26/12/2020,-58,42,Google,46.71428571
Greater London,Retail & recreation,27/12/2020,-71,29,Google,36
Greater London,Grocery & pharmacy,27/12/2020,-32,68,Google,40.14285714
Greater London,Retail & recreation,28/12/2020,-68,32,Google,30
Greater London,Grocery & pharmacy,28/12/2020,-31,69,Google,38.71428571
Greater London,Retail & recreation,29/12/2020,-65,35,Google,41.42857143
Greater London,Grocery & pharmacy,29/12/2020,-21,79,Google,50.57142857
Greater London,Retail & recreation,30/12/2020,-64,36,Google,49.71428571
Greater London,Grocery & pharmacy,30/12/2020,-14,86,Google,57.85714286
Greater London,Retail & recreation,31/12/2020,-65,35,Google,53.14285714
Greater London,Grocery & pharmacy,31/12/2020,-7,93,Google,61.85714286
Greater London,Retail & recreation,01/01/2021,-85,15,Google,54.14285714
Greater London,Grocery & pharmacy,01/01/2021,-61,39,Google,54.71428571
Greater London,Retail & recreation,02/01/2021,-74,26,Google,47.14285714
Greater London,Grocery & pharmacy,02/01/2021,-31,69,Google,51.85714286
Greater London,Retail & recreation,03/01/2021,-72,28,Google,43.57142857
Greater London,Grocery & pharmacy,03/01/2021,-33,67,Google,48.14285714
Greater London,Retail & recreation,04/01/2021,-66,34,Google,39.71428571
Greater London,Grocery & pharmacy,04/01/2021,-25,75,Google,48.28571429
Greater London,Retail & recreation,05/01/2021,-70,30,Google,47
Greater London,Grocery & pharmacy,05/01/2021,-29,71,Google,53.42857143
Greater London,Retail & recreation,06/01/2021,-70,30,Google,47.85714286
Greater London,Grocery & pharmacy,06/01/2021,-27,73,Google,54.28571429
Greater London,Retail & recreation,07/01/2021,-70,30,Google,49
Greater London,Grocery & pharmacy,07/01/2021,-27,73,Google,54.57142857
Greater London,Retail & recreation,08/01/2021,-72,28,Google,47.85714286
Greater London,Grocery & pharmacy,08/01/2021,-28,72,Google,53.85714286
Greater London,Retail & recreation,09/01/2021,-73,27,Google,47.57142857
Greater London,Grocery & pharmacy,09/01/2021,-27,73,Google,53.71428571
Greater London,Retail & recreation,10/01/2021,-74,26,Google,47
Greater London,Grocery & pharmacy,10/01/2021,-34,66,Google,52.14285714
Greater London,Retail & recreation,11/01/2021,-67,33,Google,46.42857143
Greater London,Grocery & pharmacy,11/01/2021,-28,72,Google,52.71428571
Greater London,Retail & recreation,12/01/2021,-70,30,Google,46.71428571
Greater London,Grocery & pharmacy,12/01/2021,-30,70,Google,52.85714286
Greater London,Retail & recreation,13/01/2021,-72,28,Google,46.42857143
Greater London,Grocery & pharmacy,13/01/2021,-32,68,Google,52.42857143
Greater London,Retail & recreation,14/01/2021,-74,26,Google,46.71428571
Greater London,Grocery & pharmacy,14/01/2021,-33,67,Google,51.57142857
Greater London,Retail & recreation,15/01/2021,-72,28,Google,45.28571429
Greater London,Grocery & pharmacy,15/01/2021,-26,74,Google,51.57142857
Greater London,Retail & recreation,16/01/2021,-76,24,Google,45
Greater London,Grocery & pharmacy,16/01/2021,-31,69,Google,50.85714286
Greater London,Retail & recreation,17/01/2021,-71,29,Google,45.28571429
Greater London,Grocery & pharmacy,17/01/2021,-30,70,Google,51.57142857
Greater London,Retail & recreation,18/01/2021,-68,32,Google,46.57142857
Greater London,Grocery & pharmacy,18/01/2021,-29,71,Google,52.71428571
Greater London,Retail & recreation,19/01/2021,-70,30,Google,46.42857143
Greater London,Grocery & pharmacy,19/01/2021,-30,70,Google,53
Greater London,Retail & recreation,20/01/2021,-73,27,Google,47
Greater London,Grocery & pharmacy,20/01/2021,-33,67,Google,52.42857143
Greater London,Retail & recreation,21/01/2021,-70,30,Google,46.71428571
Greater London,Grocery & pharmacy,21/01/2021,-26,74,Google,52.71428571
Greater London,Retail & recreation,22/01/2021,-70,30,Google,46.85714286
Greater London,Grocery & pharmacy,22/01/2021,-24,76,Google,53.42857143
Greater London,Retail & recreation,23/01/2021,-72,28,Google,47.42857143
Greater London,Grocery & pharmacy,23/01/2021,-25,75,Google,54.28571429
Greater London,Retail & recreation,24/01/2021,-76,24,Google,48.14285714
Greater London,Grocery & pharmacy,24/01/2021,-37,63,Google,52.85714286
Greater London,Retail & recreation,25/01/2021,-67,33,Google,47
Greater London,Grocery & pharmacy,25/01/2021,-26,74,Google,53.28571429
Greater London,Retail & recreation,26/01/2021,-70,30,Google,46.71428571
Greater London,Grocery & pharmacy,26/01/2021,-30,70,Google,52.71428571
Greater London,Retail & recreation,27/01/2021,-70,30,Google,46.28571429
Greater London,Grocery & pharmacy,27/01/2021,-27,73,Google,53.28571429
Greater London,Retail & recreation,28/01/2021,-69,31,Google,48.71428571
Greater London,Grocery & pharmacy,28/01/2021,-24,76,Google,54.85714286
Greater London,Retail & recreation,29/01/2021,-70,30,Google,48.57142857
Greater London,Grocery & pharmacy,29/01/2021,-21,79,Google,55.57142857
Greater London,Retail & recreation,30/01/2021,-75,25,Google,49.14285714
Greater London,Grocery & pharmacy,30/01/2021,-29,71,Google,55
Greater London,Retail & recreation,31/01/2021,-70,30,Google,48.85714286
Greater London,Grocery & pharmacy,31/01/2021,-27,73,Google,54.85714286
Greater London,Retail & recreation,01/02/2021,-66,34,Google,48.85714286
Greater London,Grocery & pharmacy,01/02/2021,-25,75,Google,55.28571429
Greater London,Retail & recreation,02/02/2021,-67,33,Google,48.71428571
Greater London,Grocery & pharmacy,02/02/2021,-24,76,Google,56
Greater London,Retail & recreation,03/02/2021,-69,31,Google,50.28571429
Greater London,Grocery & pharmacy,03/02/2021,-26,74,Google,56.57142857
Greater London,Retail & recreation,04/02/2021,-69,31,Google,50.57142857
Greater London,Grocery & pharmacy,04/02/2021,-26,74,Google,56.28571429
Greater London,Retail & recreation,05/02/2021,-67,33,Google,50.28571429
Greater London,Grocery & pharmacy,05/02/2021,-16,84,Google,57.57142857
Greater London,Retail & recreation,06/02/2021,-70,30,Google,51
Greater London,Grocery & pharmacy,06/02/2021,-22,78,Google,57.71428571
Greater London,Retail & recreation,07/02/2021,-75,25,Google,50.71428571
Greater London,Grocery & pharmacy,07/02/2021,-35,65,Google,55.57142857
Greater London,Retail & recreation,08/02/2021,-69,31,Google,49.42857143
Greater London,Grocery & pharmacy,08/02/2021,-29,71,Google,54.85714286
Greater London,Retail & recreation,09/02/2021,-70,30,Google,47.14285714
Greater London,Grocery & pharmacy,09/02/2021,-28,72,Google,53.14285714
Greater London,Retail & recreation,10/02/2021,-67,33,Google,46.71428571
Greater London,Grocery & pharmacy,10/02/2021,-21,79,Google,54.42857143
Greater London,Retail & recreation,11/02/2021,-68,32,Google,49.71428571
Greater London,Grocery & pharmacy,11/02/2021,-21,79,Google,56.57142857
Greater London,Retail & recreation,12/02/2021,-68,32,Google,51
Greater London,Grocery & pharmacy,12/02/2021,-18,82,Google,58.42857143
Greater London,Retail & recreation,13/02/2021,-69,31,Google,52.57142857
Greater London,Grocery & pharmacy,13/02/2021,-17,83,Google,59.71428571
Greater London,Retail & recreation,14/02/2021,-68,32,Google,53
Greater London,Grocery & pharmacy,14/02/2021,-24,76,Google,59.28571429
Greater London,Retail & recreation,15/02/2021,-62,38,Google,53.42857143
Greater London,Grocery & pharmacy,15/02/2021,-20,80,Google,60.28571429
Greater London,Retail & recreation,16/02/2021,-65,35,Google,53.57142857
Greater London,Grocery & pharmacy,16/02/2021,-21,79,Google,60.42857143
Greater London,Retail & recreation,17/02/2021,-66,34,Google,53.42857143
Greater London,Grocery & pharmacy,17/02/2021,-22,78,Google,60
Greater London,Retail & recreation,18/02/2021,-65,35,Google,54.14285714
Greater London,Grocery & pharmacy,18/02/2021,-18,82,Google,60.42857143
Greater London,Retail & recreation,19/02/2021,-66,34,Google,53.85714286
Greater London,Grocery & pharmacy,19/02/2021,-16,84,Google,60.85714286
Greater London,Retail & recreation,20/02/2021,-65,35,Google,54.57142857
Greater London,Grocery & pharmacy,20/02/2021,-16,84,Google,61.71428571
Greater London,Retail & recreation,21/02/2021,-65,35,Google,55.57142857
Greater London,Grocery & pharmacy,21/02/2021,-23,77,Google,61.57142857
Greater London,Retail & recreation,22/02/2021,-63,37,Google,55.14285714
Greater London,Grocery & pharmacy,22/02/2021,-22,78,Google,61.42857143
Greater London,Retail & recreation,23/02/2021,-62,38,Google,54.85714286
Greater London,Grocery & pharmacy,23/02/2021,-18,82,Google,61.57142857
Greater London,Retail & recreation,24/02/2021,-64,36,Google,54.71428571
Greater London,Grocery & pharmacy,24/02/2021,-18,82,Google,61.42857143
Greater London,Retail & recreation,25/02/2021,-65,35,Google,55.42857143
Greater London,Grocery & pharmacy,25/02/2021,-17,83,Google,62
Greater London,Retail & recreation,26/02/2021,-62,38,Google,56.28571429
Greater London,Grocery & pharmacy,26/02/2021,-9,91,Google,63.85714286
Greater London,Retail & recreation,27/02/2021,-63,37,Google,57.42857143
Greater London,Grocery & pharmacy,27/02/2021,-12,88,Google,64.85714286
Greater London,Retail & recreation,28/02/2021,-64,36,Google,58.28571429
Greater London,Grocery & pharmacy,28/02/2021,-20,80,Google,64.71428571
Greater London,Retail & recreation,01/03/2021,-60,40,Google,58.57142857
Greater London,Grocery & pharmacy,01/03/2021,-16,84,Google,65.14285714
Greater London,Retail & recreation,02/03/2021,-63,37,Google,57.42857143
Greater London,Grocery & pharmacy,02/03/2021,-18,82,Google,63.85714286
Greater London,Retail & recreation,03/03/2021,-66,34,Google,56.14285714
Greater London,Grocery & pharmacy,03/03/2021,-22,78,Google,62.14285714
Greater London,Retail & recreation,04/03/2021,-65,35,Google,55.71428571
Greater London,Grocery & pharmacy,04/03/2021,-16,84,Google,62
Greater London,Retail & recreation,05/03/2021,-64,36,Google,55.14285714
Greater London,Grocery & pharmacy,05/03/2021,-11,89,Google,62.57142857
Greater London,Retail & recreation,06/03/2021,-65,35,Google,55.85714286
Greater London,Grocery & pharmacy,06/03/2021,-14,86,Google,63.28571429
Greater London,Retail & recreation,07/03/2021,-63,37,Google,57.42857143
Greater London,Grocery & pharmacy,07/03/2021,-17,83,Google,64.28571429
Greater London,Retail & recreation,08/03/2021,-58,42,Google,58.28571429
Greater London,Grocery & pharmacy,08/03/2021,-11,89,Google,65.85714286
Greater London,Retail & recreation,09/03/2021,-59,41,Google,59
Greater London,Grocery & pharmacy,09/03/2021,-12,88,Google,66.57142857
Greater London,Retail & recreation,10/03/2021,-67,33,Google,59
Greater London,Grocery & pharmacy,10/03/2021,-20,80,Google,65.14285714
Greater London,Retail & recreation,11/03/2021,-63,37,Google,58.57142857
Greater London,Grocery & pharmacy,11/03/2021,-11,89,Google,65.28571429
Greater London,Retail & recreation,12/03/2021,-64,36,Google,57.71428571
Greater London,Grocery & pharmacy,12/03/2021,-7,93,Google,65.14285714
Greater London,Retail & recreation,13/03/2021,-65,35,Google,57.57142857
Greater London,Grocery & pharmacy,13/03/2021,-9,91,Google,65.85714286
Greater London,Retail & recreation,14/03/2021,-64,36,Google,59.57142857
Greater London,Grocery & pharmacy,14/03/2021,-15,85,Google,66.42857143
Greater London,Retail & recreation,15/03/2021,-59,41,Google,59.57142857
Greater London,Grocery & pharmacy,15/03/2021,-14,86,Google,66.71428571
Greater London,Retail & recreation,16/03/2021,-62,38,Google,58.85714286
Greater London,Grocery & pharmacy,16/03/2021,-14,86,Google,66.14285714
Greater London,Retail & recreation,17/03/2021,-63,37,Google,58.42857143
Greater London,Grocery & pharmacy,17/03/2021,-13,87,Google,65.71428571
Greater London,Retail & recreation,18/03/2021,-64,36,Google,58.71428571
Greater London,Grocery & pharmacy,18/03/2021,-12,88,Google,65.42857143
Greater London,Retail & recreation,19/03/2021,-61,39,Google,58.71428571
Greater London,Grocery & pharmacy,19/03/2021,-5,95,Google,66.85714286
Greater London,Retail & recreation,20/03/2021,-65,35,Google,59.57142857
Greater London,Grocery & pharmacy,20/03/2021,-13,87,Google,66.71428571
Greater London,Retail & recreation,21/03/2021,-63,37,Google,59.57142857
Greater London,Grocery & pharmacy,21/03/2021,-16,84,Google,66.42857143
Greater London,Retail & recreation,22/03/2021,-56,44,Google,60.14285714
Greater London,Grocery & pharmacy,22/03/2021,-8,92,Google,67.71428571
Greater London,Retail & recreation,23/03/2021,-60,40,Google,59.85714286
Greater London,Grocery & pharmacy,23/03/2021,-11,89,Google,67.57142857
Greater London,Retail & recreation,24/03/2021,-61,39,Google,60.71428571
Greater London,Grocery & pharmacy,24/03/2021,-11,89,Google,68.14285714
Greater London,Retail & recreation,25/03/2021,-62,38,Google,61.57142857
Greater London,Grocery & pharmacy,25/03/2021,-9,91,Google,68.28571429
Greater London,Retail & recreation,26/03/2021,-64,36,Google,60.28571429
Greater London,Grocery & pharmacy,26/03/2021,-8,92,Google,67.71428571
Greater London,Retail & recreation,27/03/2021,-62,38,Google,60.42857143
Greater London,Grocery & pharmacy,27/03/2021,-9,91,Google,67.85714286
Greater London,Retail & recreation,28/03/2021,-66,34,Google,60
Greater London,Grocery & pharmacy,28/03/2021,-20,80,Google,66
Greater London,Retail & recreation,29/03/2021,-53,47,Google,59.71428571
Greater London,Grocery & pharmacy,29/03/2021,-5,95,Google,68.14285714
Greater London,Retail & recreation,30/03/2021,-55,45,Google,61.42857143
Greater London,Grocery & pharmacy,30/03/2021,-4,96,Google,69.71428571
Greater London,Retail & recreation,31/03/2021,-57,43,Google,62.85714286
Greater London,Grocery & pharmacy,31/03/2021,-4,96,Google,71.71428571
Greater London,Retail & recreation,01/04/2021,-54,46,Google,66.85714286
