location,activity,date,change,value,source,roll
London,Restaurant bookings,24/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,25/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,26/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,27/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,28/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,29/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,30/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,01/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,02/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,03/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,04/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,05/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,06/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,07/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,08/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,09/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,10/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,11/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,12/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,13/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,14/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,15/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,16/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,17/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,18/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,19/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,20/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,21/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,22/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,23/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,24/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,25/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,26/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,27/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,28/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,29/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,30/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,31/05/2020,-100,0,OpenTable,0
London,Restaurant bookings,01/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,02/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,03/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,04/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,05/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,06/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,07/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,08/06/2020,-100,0,OpenTable,0
London,Restaurant bookings,09/06/2020,-99.3,0.7,OpenTable,0.1
London,Restaurant bookings,10/06/2020,-99.58,0.42,OpenTable,0.16
London,Restaurant bookings,11/06/2020,-99.2,0.8,OpenTable,0.274285714
London,Restaurant bookings,12/06/2020,-99.61,0.39,OpenTable,0.33
London,Restaurant bookings,13/06/2020,-99.61,0.39,OpenTable,0.385714286
London,Restaurant bookings,14/06/2020,-99.81,0.19,OpenTable,0.412857143
London,Restaurant bookings,15/06/2020,-99.75,0.25,OpenTable,0.448571429
London,Restaurant bookings,16/06/2020,-99.6,0.4,OpenTable,0.405714286
London,Restaurant bookings,17/06/2020,-99.72,0.28,OpenTable,0.385714286
London,Restaurant bookings,18/06/2020,-99.42,0.58,OpenTable,0.354285714
London,Restaurant bookings,19/06/2020,-99.8,0.2,OpenTable,0.327142857
London,Restaurant bookings,20/06/2020,-99.22,0.78,OpenTable,0.382857143
London,Restaurant bookings,21/06/2020,-99.78,0.22,OpenTable,0.387142857
London,Restaurant bookings,22/06/2020,-99.76,0.24,OpenTable,0.385714286
London,Restaurant bookings,23/06/2020,-99.72,0.28,OpenTable,0.368571429
London,Restaurant bookings,24/06/2020,-99.5,0.5,OpenTable,0.4
London,Restaurant bookings,25/06/2020,-99.61,0.39,OpenTable,0.372857143
London,Restaurant bookings,26/06/2020,-99.73,0.27,OpenTable,0.382857143
London,Restaurant bookings,27/06/2020,-99.49,0.51,OpenTable,0.344285714
London,Restaurant bookings,28/06/2020,-99.84,0.16,OpenTable,0.335714286
London,Restaurant bookings,29/06/2020,-99.95,0.05,OpenTable,0.308571429
London,Restaurant bookings,30/06/2020,-99.84,0.16,OpenTable,0.291428571
London,Restaurant bookings,01/07/2020,-99.77,0.23,OpenTable,0.252857143
London,Restaurant bookings,02/07/2020,-99.72,0.28,OpenTable,0.237142857
London,Restaurant bookings,03/07/2020,-99.81,0.19,OpenTable,0.225714286
London,Restaurant bookings,04/07/2020,-92.25,7.75,OpenTable,1.26
London,Restaurant bookings,05/07/2020,-75.8,24.2,OpenTable,4.694285714
London,Restaurant bookings,06/07/2020,-83.75,16.25,OpenTable,7.008571429
London,Restaurant bookings,07/07/2020,-84.15,15.85,OpenTable,9.25
London,Restaurant bookings,08/07/2020,-83.3,16.7,OpenTable,11.60285714
London,Restaurant bookings,09/07/2020,-81.59,18.41,OpenTable,14.19285714
London,Restaurant bookings,10/07/2020,-73.23,26.77,OpenTable,17.99
London,Restaurant bookings,11/07/2020,-67.85,32.15,OpenTable,21.47571429
London,Restaurant bookings,12/07/2020,-67.4,32.6,OpenTable,22.67571429
London,Restaurant bookings,13/07/2020,-82.96,17.04,OpenTable,22.78857143
London,Restaurant bookings,14/07/2020,-82.23,17.77,OpenTable,23.06285714
London,Restaurant bookings,15/07/2020,-77.97,22.03,OpenTable,23.82428571
London,Restaurant bookings,16/07/2020,-76.12,23.88,OpenTable,24.60571429
London,Restaurant bookings,17/07/2020,-65.63,34.37,OpenTable,25.69142857
London,Restaurant bookings,18/07/2020,-60.79,39.21,OpenTable,26.7
London,Restaurant bookings,19/07/2020,-64.26,35.74,OpenTable,27.14857143
London,Restaurant bookings,20/07/2020,-77.65,22.35,OpenTable,27.90714286
London,Restaurant bookings,21/07/2020,-77.78,22.22,OpenTable,28.54285714
London,Restaurant bookings,22/07/2020,-73.43,26.57,OpenTable,29.19142857
London,Restaurant bookings,23/07/2020,-70.96,29.04,OpenTable,29.92857143
London,Restaurant bookings,24/07/2020,-62.82,37.18,OpenTable,30.33
London,Restaurant bookings,25/07/2020,-57.9,42.1,OpenTable,30.74285714
London,Restaurant bookings,26/07/2020,-58.07,41.93,OpenTable,31.62714286
London,Restaurant bookings,27/07/2020,-76.18,23.82,OpenTable,31.83714286
London,Restaurant bookings,28/07/2020,-72.62,27.38,OpenTable,32.57428571
London,Restaurant bookings,29/07/2020,-70.09,29.91,OpenTable,33.05142857
London,Restaurant bookings,30/07/2020,-65.86,34.14,OpenTable,33.78
London,Restaurant bookings,31/07/2020,-56.9,43.1,OpenTable,34.62571429
London,Restaurant bookings,01/08/2020,-51.66,48.34,OpenTable,35.51714286
London,Restaurant bookings,02/08/2020,-52.98,47.02,OpenTable,36.24428571
London,Restaurant bookings,03/08/2020,-56.84,43.16,OpenTable,39.00714286
London,Restaurant bookings,04/08/2020,-54.65,45.35,OpenTable,41.57428571
London,Restaurant bookings,05/08/2020,-47.48,52.52,OpenTable,44.80428571
London,Restaurant bookings,06/08/2020,-67.3,32.7,OpenTable,44.59857143
London,Restaurant bookings,07/08/2020,-58.45,41.55,OpenTable,44.37714286
London,Restaurant bookings,08/08/2020,-51.78,48.22,OpenTable,44.36
London,Restaurant bookings,09/08/2020,-55.09,44.91,OpenTable,44.05857143
London,Restaurant bookings,10/08/2020,-39.27,60.73,OpenTable,46.56857143
London,Restaurant bookings,11/08/2020,-40.11,59.89,OpenTable,48.64571429
London,Restaurant bookings,12/08/2020,-34.07,65.93,OpenTable,50.56142857
London,Restaurant bookings,13/08/2020,-67.03,32.97,OpenTable,50.6
London,Restaurant bookings,14/08/2020,-58.86,41.14,OpenTable,50.54142857
London,Restaurant bookings,15/08/2020,-47.45,52.55,OpenTable,51.16
London,Restaurant bookings,16/08/2020,-50.41,49.59,OpenTable,51.82857143
London,Restaurant bookings,17/08/2020,-25.31,74.69,OpenTable,53.82285714
London,Restaurant bookings,18/08/2020,-26.29,73.71,OpenTable,55.79714286
London,Restaurant bookings,19/08/2020,-26.34,73.66,OpenTable,56.90142857
London,Restaurant bookings,20/08/2020,-54.25,45.75,OpenTable,58.72714286
London,Restaurant bookings,21/08/2020,-49.07,50.93,OpenTable,60.12571429
London,Restaurant bookings,22/08/2020,-31.91,68.09,OpenTable,62.34571429
London,Restaurant bookings,23/08/2020,-43.09,56.91,OpenTable,63.39142857
London,Restaurant bookings,24/08/2020,-6.02,93.98,OpenTable,66.14714286
London,Restaurant bookings,25/08/2020,5.47,105.47,OpenTable,70.68428571
London,Restaurant bookings,26/08/2020,4.2,104.2,OpenTable,75.04714286
London,Restaurant bookings,27/08/2020,-56.26,43.74,OpenTable,74.76
London,Restaurant bookings,28/08/2020,-48.35,51.65,OpenTable,74.86285714
London,Restaurant bookings,29/08/2020,-36.11,63.89,OpenTable,74.26285714
London,Restaurant bookings,30/08/2020,-21.98,78.02,OpenTable,77.27857143
London,Restaurant bookings,31/08/2020,54.43,154.43,OpenTable,85.91428571
London,Restaurant bookings,01/09/2020,-54.14,45.86,OpenTable,77.39857143
London,Restaurant bookings,02/09/2020,-50.59,49.41,OpenTable,69.57142857
London,Restaurant bookings,03/09/2020,-56.89,43.11,OpenTable,69.48142857
London,Restaurant bookings,04/09/2020,-45.27,54.73,OpenTable,69.92142857
London,Restaurant bookings,05/09/2020,-32.07,67.93,OpenTable,70.49857143
London,Restaurant bookings,06/09/2020,-32.8,67.2,OpenTable,68.95285714
London,Restaurant bookings,07/09/2020,-79.55,20.45,OpenTable,49.81285714
London,Restaurant bookings,08/09/2020,-51.57,48.43,OpenTable,50.18
London,Restaurant bookings,09/09/2020,-44.55,55.45,OpenTable,51.04285714
London,Restaurant bookings,10/09/2020,-49.8,50.2,OpenTable,52.05571429
London,Restaurant bookings,11/09/2020,-41.85,58.15,OpenTable,52.54428571
London,Restaurant bookings,12/09/2020,-29.82,70.18,OpenTable,52.86571429
London,Restaurant bookings,13/09/2020,-32.87,67.13,OpenTable,52.85571429
London,Restaurant bookings,14/09/2020,-48.32,51.68,OpenTable,57.31714286
London,Restaurant bookings,15/09/2020,-46.61,53.39,OpenTable,58.02571429
London,Restaurant bookings,16/09/2020,-44.22,55.78,OpenTable,58.07285714
London,Restaurant bookings,17/09/2020,-49.96,50.04,OpenTable,58.05
London,Restaurant bookings,18/09/2020,-41.03,58.97,OpenTable,58.16714286
London,Restaurant bookings,19/09/2020,-29.78,70.22,OpenTable,58.17285714
London,Restaurant bookings,20/09/2020,-30.16,69.84,OpenTable,58.56
London,Restaurant bookings,21/09/2020,-49.52,50.48,OpenTable,58.38857143
London,Restaurant bookings,22/09/2020,-44.84,55.16,OpenTable,58.64142857
London,Restaurant bookings,23/09/2020,-46.71,53.29,OpenTable,58.28571429
London,Restaurant bookings,24/09/2020,-54.39,45.61,OpenTable,57.65285714
London,Restaurant bookings,25/09/2020,-46.85,53.15,OpenTable,56.82142857
London,Restaurant bookings,26/09/2020,-34.06,65.94,OpenTable,56.21
London,Restaurant bookings,27/09/2020,-33.66,66.34,OpenTable,55.71
London,Restaurant bookings,28/09/2020,-52.55,47.45,OpenTable,55.27714286
London,Restaurant bookings,29/09/2020,-49.82,50.18,OpenTable,54.56571429
London,Restaurant bookings,30/09/2020,-50.06,49.94,OpenTable,54.08714286
London,Restaurant bookings,01/10/2020,-52.72,47.28,OpenTable,54.32571429
London,Restaurant bookings,02/10/2020,-52.43,47.57,OpenTable,53.52857143
London,Restaurant bookings,03/10/2020,-37.66,62.34,OpenTable,53.01428571
London,Restaurant bookings,04/10/2020,-40.34,59.66,OpenTable,52.06
London,Restaurant bookings,05/10/2020,-59.69,40.31,OpenTable,51.04
London,Restaurant bookings,06/10/2020,-56.14,43.86,OpenTable,50.13714286
London,Restaurant bookings,07/10/2020,-50.98,49.02,OpenTable,50.00571429
London,Restaurant bookings,08/10/2020,-51,49,OpenTable,50.25142857
London,Restaurant bookings,09/10/2020,-40.64,59.36,OpenTable,51.93571429
London,Restaurant bookings,10/10/2020,-24.32,75.68,OpenTable,53.84142857
London,Restaurant bookings,11/10/2020,-26.88,73.12,OpenTable,55.76428571
London,Restaurant bookings,12/10/2020,-58.56,41.44,OpenTable,55.92571429
London,Restaurant bookings,13/10/2020,-55.14,44.86,OpenTable,56.06857143
London,Restaurant bookings,14/10/2020,-49.07,50.93,OpenTable,56.34142857
London,Restaurant bookings,15/10/2020,-43.48,56.52,OpenTable,57.41571429
London,Restaurant bookings,16/10/2020,-33.91,66.09,OpenTable,58.37714286
London,Restaurant bookings,17/10/2020,-42.87,57.13,OpenTable,55.72714286
London,Restaurant bookings,18/10/2020,-38.87,61.13,OpenTable,54.01428571
London,Restaurant bookings,19/10/2020,-64.64,35.36,OpenTable,53.14571429
London,Restaurant bookings,20/10/2020,-62.43,37.57,OpenTable,52.10428571
London,Restaurant bookings,21/10/2020,-63.03,36.97,OpenTable,50.11
London,Restaurant bookings,22/10/2020,-56.51,43.49,OpenTable,48.24857143
London,Restaurant bookings,23/10/2020,-48.22,51.78,OpenTable,46.20428571
London,Restaurant bookings,24/10/2020,-37.01,62.99,OpenTable,47.04142857
London,Restaurant bookings,25/10/2020,-30.32,69.68,OpenTable,48.26285714
London,Restaurant bookings,26/10/2020,-53.8,46.2,OpenTable,49.81142857
London,Restaurant bookings,27/10/2020,-54.57,45.43,OpenTable,50.93428571
London,Restaurant bookings,28/10/2020,-48.65,51.35,OpenTable,52.98857143
London,Restaurant bookings,29/10/2020,-47.9,52.1,OpenTable,54.21857143
London,Restaurant bookings,30/10/2020,-41.89,58.11,OpenTable,55.12285714
London,Restaurant bookings,31/10/2020,-34.26,65.74,OpenTable,55.51571429
London,Restaurant bookings,01/11/2020,-18.59,81.41,OpenTable,57.19142857
London,Restaurant bookings,02/11/2020,-29.54,70.46,OpenTable,60.65714286
London,Restaurant bookings,03/11/2020,-10.47,89.53,OpenTable,66.95714286
London,Restaurant bookings,04/11/2020,4.89,104.89,OpenTable,74.60571429
London,Restaurant bookings,05/11/2020,-98.73,1.27,OpenTable,67.34428571
London,Restaurant bookings,06/11/2020,-98.78,1.22,OpenTable,59.21714286
London,Restaurant bookings,07/11/2020,-97.07,2.93,OpenTable,50.24428571
London,Restaurant bookings,08/11/2020,-99.15,0.85,OpenTable,38.73571429
London,Restaurant bookings,09/11/2020,-99.87,0.13,OpenTable,28.68857143
London,Restaurant bookings,10/11/2020,-99.4,0.6,OpenTable,15.98428571
London,Restaurant bookings,11/11/2020,-99.59,0.41,OpenTable,1.058571429
London,Restaurant bookings,12/11/2020,-99.3,0.7,OpenTable,0.977142857
London,Restaurant bookings,13/11/2020,-99.34,0.66,OpenTable,0.897142857
London,Restaurant bookings,14/11/2020,-98.69,1.31,OpenTable,0.665714286
London,Restaurant bookings,15/11/2020,-99.37,0.63,OpenTable,0.634285714
London,Restaurant bookings,16/11/2020,-99.79,0.21,OpenTable,0.645714286
London,Restaurant bookings,17/11/2020,-99.83,0.17,OpenTable,0.584285714
London,Restaurant bookings,18/11/2020,-99.71,0.29,OpenTable,0.567142857
London,Restaurant bookings,19/11/2020,-99.57,0.43,OpenTable,0.528571429
London,Restaurant bookings,20/11/2020,-99.67,0.33,OpenTable,0.481428571
London,Restaurant bookings,21/11/2020,-98.95,1.05,OpenTable,0.444285714
London,Restaurant bookings,22/11/2020,-99.72,0.28,OpenTable,0.394285714
London,Restaurant bookings,23/11/2020,-99.95,0.05,OpenTable,0.371428571
London,Restaurant bookings,24/11/2020,-99.97,0.03,OpenTable,0.351428571
London,Restaurant bookings,25/11/2020,-99.79,0.21,OpenTable,0.34
London,Restaurant bookings,26/11/2020,-99.83,0.17,OpenTable,0.302857143
London,Restaurant bookings,27/11/2020,-99.84,0.16,OpenTable,0.278571429
London,Restaurant bookings,28/11/2020,-99.49,0.51,OpenTable,0.201428571
London,Restaurant bookings,29/11/2020,-99.97,0.03,OpenTable,0.165714286
London,Restaurant bookings,30/11/2020,-99.94,0.06,OpenTable,0.167142857
London,Restaurant bookings,01/12/2020,-99.81,0.19,OpenTable,0.19
London,Restaurant bookings,02/12/2020,-69.03,30.97,OpenTable,4.584285714
London,Restaurant bookings,03/12/2020,-62.39,37.61,OpenTable,9.932857143
London,Restaurant bookings,04/12/2020,-46.72,53.28,OpenTable,17.52142857
London,Restaurant bookings,05/12/2020,-30.21,69.79,OpenTable,27.41857143
London,Restaurant bookings,06/12/2020,-35.28,64.72,OpenTable,36.66
London,Restaurant bookings,07/12/2020,-63.77,36.23,OpenTable,41.82714286
London,Restaurant bookings,08/12/2020,-62.38,37.62,OpenTable,47.17428571
London,Restaurant bookings,09/12/2020,-58.35,41.65,OpenTable,48.7
London,Restaurant bookings,10/12/2020,-52.96,47.04,OpenTable,50.04714286
London,Restaurant bookings,11/12/2020,-44.84,55.16,OpenTable,50.31571429
London,Restaurant bookings,12/12/2020,-26.15,73.85,OpenTable,50.89571429
London,Restaurant bookings,13/12/2020,-34.13,65.87,OpenTable,51.06
London,Restaurant bookings,14/12/2020,-54.26,45.74,OpenTable,52.41857143
London,Restaurant bookings,15/12/2020,-30.3,69.7,OpenTable,57.00142857
London,Restaurant bookings,16/12/2020,-95.46,4.54,OpenTable,51.7
London,Restaurant bookings,17/12/2020,-95.35,4.65,OpenTable,45.64428571
London,Restaurant bookings,18/12/2020,-93.83,6.17,OpenTable,38.64571429
London,Restaurant bookings,19/12/2020,-93.8,6.2,OpenTable,28.98142857
London,Restaurant bookings,20/12/2020,-96.24,3.76,OpenTable,20.10857143
London,Restaurant bookings,21/12/2020,-98.78,1.22,OpenTable,13.74857143
London,Restaurant bookings,22/12/2020,-97.91,2.09,OpenTable,4.09
London,Restaurant bookings,23/12/2020,-95.34,4.66,OpenTable,4.107142857
London,Restaurant bookings,24/12/2020,-89.46,10.54,OpenTable,4.948571429
London,Restaurant bookings,25/12/2020,-98.92,1.08,OpenTable,4.221428571
London,Restaurant bookings,26/12/2020,-99.13,0.87,OpenTable,3.46
London,Restaurant bookings,27/12/2020,-98.42,1.58,OpenTable,3.148571429
London,Restaurant bookings,28/12/2020,-99.18,0.82,OpenTable,3.091428571
London,Restaurant bookings,29/12/2020,-99.44,0.56,OpenTable,2.872857143
London,Restaurant bookings,30/12/2020,-98.45,1.55,OpenTable,2.428571429
London,Restaurant bookings,31/12/2020,-92.39,7.61,OpenTable,2.01
London,Restaurant bookings,01/01/2021,-99.31,0.69,OpenTable,1.954285714
London,Restaurant bookings,02/01/2021,-99.12,0.88,OpenTable,1.955714286
London,Restaurant bookings,03/01/2021,-99.55,0.45,OpenTable,1.794285714
London,Restaurant bookings,04/01/2021,-99.77,0.23,OpenTable,1.71
London,Restaurant bookings,05/01/2021,-99.74,0.26,OpenTable,1.667142857
London,Restaurant bookings,06/01/2021,-99.9,0.1,OpenTable,1.46
London,Restaurant bookings,07/01/2021,-99.83,0.17,OpenTable,0.397142857
London,Restaurant bookings,08/01/2021,-99.85,0.15,OpenTable,0.32
London,Restaurant bookings,09/01/2021,-99.5,0.5,OpenTable,0.265714286
London,Restaurant bookings,10/01/2021,-99.87,0.13,OpenTable,0.22
London,Restaurant bookings,11/01/2021,-99.92,0.08,OpenTable,0.198571429
London,Restaurant bookings,12/01/2021,-99.94,0.06,OpenTable,0.17
London,Restaurant bookings,13/01/2021,-99.92,0.08,OpenTable,0.167142857
London,Restaurant bookings,14/01/2021,-99.86,0.14,OpenTable,0.162857143
London,Restaurant bookings,15/01/2021,-99.86,0.14,OpenTable,0.161428571
London,Restaurant bookings,16/01/2021,-99.71,0.29,OpenTable,0.131428571
London,Restaurant bookings,17/01/2021,-99.95,0.05,OpenTable,0.12
London,Restaurant bookings,18/01/2021,-99.99,0.01,OpenTable,0.11
London,Restaurant bookings,19/01/2021,-99.99,0.01,OpenTable,0.102857143
London,Restaurant bookings,20/01/2021,-99.97,0.03,OpenTable,0.095714286
London,Restaurant bookings,21/01/2021,-99.95,0.05,OpenTable,0.082857143
London,Restaurant bookings,22/01/2021,-99.99,0.01,OpenTable,0.064285714
London,Restaurant bookings,23/01/2021,-99.93,0.07,OpenTable,0.032857143
London,Restaurant bookings,24/01/2021,-99.99,0.01,OpenTable,0.027142857
London,Restaurant bookings,25/01/2021,-99.98,0.02,OpenTable,0.028571429
London,Restaurant bookings,26/01/2021,-99.99,0.01,OpenTable,0.028571429
London,Restaurant bookings,27/01/2021,-99.99,0.01,OpenTable,0.025714286
London,Restaurant bookings,28/01/2021,-99.96,0.04,OpenTable,0.024285714
London,Restaurant bookings,29/01/2021,-99.98,0.02,OpenTable,0.025714286
London,Restaurant bookings,30/01/2021,-99.88,0.12,OpenTable,0.032857143
London,Restaurant bookings,31/01/2021,-100,0,OpenTable,0.031428571
London,Restaurant bookings,01/02/2021,-99.99,0.01,OpenTable,0.03
London,Restaurant bookings,02/02/2021,-99.96,0.04,OpenTable,0.034285714
London,Restaurant bookings,03/02/2021,-99.98,0.02,OpenTable,0.035714286
London,Restaurant bookings,04/02/2021,-99.98,0.02,OpenTable,0.032857143
London,Restaurant bookings,05/02/2021,-99.98,0.02,OpenTable,0.032857143
London,Restaurant bookings,06/02/2021,-99.89,0.11,OpenTable,0.031428571
London,Restaurant bookings,07/02/2021,-99.97,0.03,OpenTable,0.035714286
London,Restaurant bookings,08/02/2021,-99.98,0.02,OpenTable,0.037142857
London,Restaurant bookings,09/02/2021,-99.98,0.02,OpenTable,0.034285714
London,Restaurant bookings,10/02/2021,-99.94,0.06,OpenTable,0.04
London,Restaurant bookings,11/02/2021,-99.91,0.09,OpenTable,0.05
London,Restaurant bookings,12/02/2021,-99.94,0.06,OpenTable,0.055714286
London,Restaurant bookings,13/02/2021,-99.89,0.11,OpenTable,0.055714286
London,Restaurant bookings,14/02/2021,-99.96,0.04,OpenTable,0.057142857
London,Restaurant bookings,15/02/2021,-99.98,0.02,OpenTable,0.057142857
London,Restaurant bookings,16/02/2021,-99.96,0.04,OpenTable,0.06
London,Restaurant bookings,17/02/2021,-99.98,0.02,OpenTable,0.054285714
London,Restaurant bookings,18/02/2021,-99.99,0.01,OpenTable,0.042857143
London,Restaurant bookings,19/02/2021,-99.96,0.04,OpenTable,0.04
London,Restaurant bookings,20/02/2021,-99.95,0.05,OpenTable,0.031428571
London,Restaurant bookings,21/02/2021,-100,0,OpenTable,0.025714286
London,Restaurant bookings,22/02/2021,-100,0,OpenTable,0.022857143
London,Restaurant bookings,23/02/2021,-99.95,0.05,OpenTable,0.024285714
London,Restaurant bookings,24/02/2021,-100,0,OpenTable,0.021428571
London,Restaurant bookings,25/02/2021,-99.99,0.01,OpenTable,0.021428571
London,Restaurant bookings,26/02/2021,-99.92,0.08,OpenTable,0.027142857
London,Restaurant bookings,27/02/2021,-99.97,0.03,OpenTable,0.024285714
London,Restaurant bookings,28/02/2021,-100,0,OpenTable,0.024285714
London,Restaurant bookings,01/03/2021,-100,0,OpenTable,0.024285714
London,Restaurant bookings,02/03/2021,-100,0,OpenTable,0.017142857
London,Restaurant bookings,03/03/2021,-99.97,0.03,OpenTable,0.021428571
London,Restaurant bookings,04/03/2021,-99.99,0.01,OpenTable,0.021428571
London,Restaurant bookings,05/03/2021,-99.98,0.02,OpenTable,0.012857143
London,Restaurant bookings,06/03/2021,-99.95,0.05,OpenTable,0.015714286
London,Restaurant bookings,07/03/2021,-100,0,OpenTable,0.015714286
London,Restaurant bookings,08/03/2021,-100,0,OpenTable,0.015714286
London,Restaurant bookings,09/03/2021,-99.98,0.02,OpenTable,0.018571429
London,Restaurant bookings,10/03/2021,-100,0,OpenTable,0.014285714
London,Restaurant bookings,11/03/2021,-100,0,OpenTable,0.012857143
London,Restaurant bookings,12/03/2021,-99.99,0.01,OpenTable,0.011428571
London,Restaurant bookings,13/03/2021,-99.96,0.04,OpenTable,0.01
London,Restaurant bookings,14/03/2021,-99.99,0.01,OpenTable,0.011428571
London,Restaurant bookings,15/03/2021,-99.99,0.01,OpenTable,0.012857143
London,Restaurant bookings,16/03/2021,-99.99,0.01,OpenTable,0.011428571
London,Restaurant bookings,17/03/2021,-99.97,0.03,OpenTable,0.015714286
London,Restaurant bookings,18/03/2021,-99.99,0.01,OpenTable,0.017142857
London,Restaurant bookings,19/03/2021,-99.97,0.03,OpenTable,0.02
London,Restaurant bookings,20/03/2021,-99.98,0.02,OpenTable,0.017142857
London,Restaurant bookings,21/03/2021,-99.97,0.03,OpenTable,0.02
London,Restaurant bookings,22/03/2021,-100,0,OpenTable,0.018571429
London,Restaurant bookings,23/03/2021,-99.99,0.01,OpenTable,0.018571429
London,Restaurant bookings,24/03/2021,-100,0,OpenTable,0.014285714
London,Restaurant bookings,25/03/2021,-100,0,OpenTable,0.012857143
London,Restaurant bookings,26/03/2021,-99.99,0.01,OpenTable,0.01
London,Restaurant bookings,27/03/2021,-99.97,0.03,OpenTable,0.011428571
London,Restaurant bookings,28/03/2021,-100,0,OpenTable,0.007142857
London,Restaurant bookings,29/03/2021,-99.99,0.01,OpenTable,0.008571429
London,Restaurant bookings,30/03/2021,-100,0,OpenTable,0.007142857
London,Restaurant bookings,31/03/2021,-99.99,0.01,OpenTable,0.008571429
London,Restaurant bookings,01/04/2021,-100,0,OpenTable,0.008571429
London,Restaurant bookings,02/04/2021,-100,0,OpenTable,0.007142857
London,Restaurant bookings,03/04/2021,-99.98,0.02,OpenTable,0.005714286
London,Restaurant bookings,04/04/2021,-100,0,OpenTable,0.005714286
London,Restaurant bookings,05/04/2021,-100,0,OpenTable,0.004285714
London,Restaurant bookings,06/04/2021,-100,0,OpenTable,0.004285714
London,Restaurant bookings,07/04/2021,-100,0,OpenTable,0.002857143
London,Restaurant bookings,08/04/2021,-99.98,0.02,OpenTable,0.005714286
London,Restaurant bookings,09/04/2021,-99.92,0.08,OpenTable,0.017142857
London,Restaurant bookings,10/04/2021,-99.98,0.02,OpenTable,0.017142857
London,Restaurant bookings,11/04/2021,-99.92,0.08,OpenTable,0.028571429
London,Restaurant bookings,12/04/2021,-52.64,47.36,OpenTable,6.794285714
London,Restaurant bookings,13/04/2021,-64.24,35.76,OpenTable,11.90285714
London,Restaurant bookings,14/04/2021,-65.96,34.04,OpenTable,16.76571429
London,Restaurant bookings,15/04/2021,-66.21,33.79,OpenTable,21.59
London,Restaurant bookings,16/04/2021,-53.63,46.37,OpenTable,28.20285714
London,Restaurant bookings,17/04/2021,-55.65,44.35,OpenTable,34.53571429
London,Restaurant bookings,18/04/2021,-49.54,50.46,OpenTable,41.73285714
London,Restaurant bookings,19/04/2021,-61.64,38.36,OpenTable,40.44714286
London,Restaurant bookings,20/04/2021,-49.05,50.95,OpenTable,42.61714286
London,Restaurant bookings,21/04/2021,-57.86,42.14,OpenTable,43.77428571
London,Restaurant bookings,22/04/2021,-58.75,41.25,OpenTable,44.84
London,Restaurant bookings,23/04/2021,-60.07,39.93,OpenTable,43.92
London,Restaurant bookings,24/04/2021,-59.06,40.94,OpenTable,43.43285714
London,Restaurant bookings,25/04/2021,-56.2,43.8,OpenTable,42.48142857
London,Restaurant bookings,26/04/2021,-69.72,30.28,OpenTable,41.32714286
London,Restaurant bookings,27/04/2021,-64.83,35.17,OpenTable,39.07285714
London,Restaurant bookings,28/04/2021,-70.44,29.56,OpenTable,37.27571429
London,Restaurant bookings,29/04/2021,-63.28,36.72,OpenTable,36.62857143
London,Restaurant bookings,30/04/2021,-58.5,41.5,OpenTable,36.85285714
London,Restaurant bookings,01/05/2021,-56.61,43.39,OpenTable,37.20285714
